timestamp,temperature,light,humidity,pressure,orientation_x,orientation_y,orientation_z,acceleration_x,acceleration_y,acceleration_z,mag_x,mag_y,mag_z,mag_res
24906,24371.0,97920,42,99358,0.1542,0.6469,-0.2845,-0.982,-0.113,0.075,44,-5,147,153.52524222420234
25005,24371.0,97920,42,99358,0.1751,0.638,-0.3067,-0.979,-0.116,0.079,43,-3,148,154.14927829866735
25106,24351.0,97920,42,99356,0.193,0.6307,-0.323,-0.983,-0.089,0.085,43,-2,147,153.17310468878014
25218,24371.0,95040,42,99356,0.2116,0.6275,-0.3289,-0.983,-0.078,0.088,42,-1,145,150.96357176484665
25310,24371.0,95040,42,99356,0.2205,0.6249,-0.334,-0.981,-0.078,0.093,43,0,145,151.24152868838638
25411,24371.0,95040,42,99354,0.2255,0.6248,-0.3331,-0.982,-0.119,0.094,43,0,144,150.28306624500314
25510,24361.0,95040,42,99354,0.2282,0.6245,-0.3355,-0.98,-0.112,0.095,43,0,145,151.24152868838638
25616,24361.0,95040,42,99354,0.2357,0.6219,-0.3431,-0.978,-0.116,0.095,43,2,144,150.29637387508723
25711,24361.0,92160,42,99354,0.2478,0.6162,-0.3558,-0.982,-0.126,0.096,43,1,144,150.28639326299637
25816,24351.0,92160,42,99357,0.2644,0.6077,-0.3729,-0.98,-0.123,0.097,42,3,143,149.07045314213008
25910,24361.0,92160,42,99353,0.2844,0.5962,-0.3938,-0.98,-0.087,0.102,43,5,140,146.54009690183776
26018,24361.0,89280,42,99353,0.3043,0.5839,-0.4143,-0.984,-0.055,0.097,42,7,138,144.4195277654653
26183,24361.0,89280,42,99353,0.3243,0.5711,-0.4341,-0.977,-0.094,0.101,42,8,136,142.56226709757388
26215,24361.0,89280,42,99352,0.3444,0.5579,-0.4531,-0.983,-0.074,0.108,42,9,133,139.76408694654003
26310,24351.0,89280,42,99354,0.3644,0.5442,-0.4713,-0.982,-0.026,0.101,40,11,133,139.3197760549449
26415,24351.0,89280,42,99354,0.3836,0.5297,-0.4894,-0.978,-0.067,0.106,41,12,129,135.88966112254457
26510,24351.0,86400,42,99358,0.4022,0.5146,-0.5072,-0.984,-0.037,0.11,40,13,128,134.73306943731373
26617,24341.0,86400,42,99357,0.4209,0.499,-0.5237,-0.981,-0.008,0.1,39,14,125,131.68902763708144
26712,24341.0,89280,42,99357,0.4392,0.4831,-0.5398,-0.979,-0.055,0.106,40,14,123,130.09611831257686
26816,24341.0,89280,42,99350,0.4575,0.4665,-0.5549,-0.984,-0.022,0.106,39,15,119,126.12295588036304
26911,24341.0,89280,42,99353,0.4752,0.4495,-0.5694,-0.979,0.016,0.097,37,15,118,124.57126474432216
27016,24341.0,89280,42,99353,0.4918,0.4318,-0.5838,-0.981,-0.025,0.103,39,15,116,123.29639086364207
27110,24341.0,89280,42,99349,0.5072,0.4137,-0.5981,-0.985,0.006,0.099,38,15,114,121.09913294487288
27215,24331.0,89280,42,99353,0.5232,0.3951,-0.6108,-0.98,0.033,0.089,37,14,113,119.7246841716444
27329,24341.0,89280,42,99352,0.5386,0.3762,-0.6228,-0.982,-0.015,0.094,36,15,108,114.82595525402782
27406,24341.0,89280,42,99352,0.5524,0.3568,-0.6351,-0.984,0.019,0.085,38,14,107,114.4071676076285
27504,24331.0,86400,42,99353,0.567,0.3371,-0.6454,-0.984,0.058,0.078,36,13,104,110.81967334368028
27615,24331.0,74880,42,99356,0.58,0.3168,-0.6559,-0.983,0.015,0.08,37,13,102,109.27945827098522
27710,24331.0,69120,42,99356,0.5925,0.2965,-0.6655,-0.986,0.043,0.072,36,12,100,106.9579356569675
27806,24331.0,66240,42,99351,0.6046,0.2759,-0.674,-0.984,0.075,0.063,35,12,98,104.75208828467336
27907,24321.0,63360,42,99353,0.615,0.255,-0.6829,-0.983,0.016,0.061,36,10,97,103.9471019317037
28010,24321.0,63360,42,99353,0.6247,0.2337,-0.691,-0.985,0.048,0.05,35,9,96,102.5768004960186
28112,24331.0,66240,42,99353,0.6337,0.2122,-0.6983,-0.988,0.086,0.046,35,8,94,100.62305898749054
28217,24321.0,74880,42,99352,0.6418,0.1905,-0.7052,-0.983,0.038,0.04,35,6,92,98.6154146165801
28351,24321.0,86400,42,99354,0.6494,0.1686,-0.711,-0.99,0.068,0.032,34,5,91,97.27281223445738
28419,24321.0,97920,42,99354,0.6587,0.146,-0.7137,-0.988,0.094,0.026,34,3,88,94.38749917229504
28510,24321.0,106560,42,99352,0.6651,0.1237,-0.7178,-0.994,0.09,0.019,34,1,88,94.34511116109832
28615,24331.0,118080,42,99353,0.6702,0.1014,-0.7216,-0.987,0.082,0.014,33,1,85,91.18662182579196
28710,24331.0,120960,42,99353,0.675,0.0789,-0.7241,-0.989,0.077,0.009,33,-1,84,90.2551937563706
28817,24321.0,120960,42,99352,0.6795,0.0561,-0.7255,-0.995,0.094,-0.005,34,-3,83,89.74408058473828
28906,24321.0,120960,42,99351,0.6829,0.0332,-0.7264,-0.991,0.072,-0.009,34,-3,83,89.74408058473828
29006,24321.0,120960,42,99355,0.6858,0.0105,-0.7263,-0.993,0.079,-0.014,33,-6,83,89.52094726934027
29106,24321.0,120960,42,99355,0.688,-0.0124,-0.7253,-0.996,0.088,-0.028,32,-7,83,89.23003978481687
29207,24321.0,118080,42,99358,-0.6894,0.0352,0.7235,-0.993,0.077,-0.032,33,-10,82,88.95504482602435
29306,24331.0,118080,42,99357,-0.6901,0.0579,0.7209,-0.993,0.077,-0.039,33,-12,81,88.28363381737297
29415,24331.0,112320,42,99357,-0.6909,0.0811,0.7167,-0.995,0.082,-0.05,32,-13,81,88.05679985100527
29506,24331.0,106560,42,99355,-0.6893,0.1033,0.7132,-0.995,0.061,-0.053,33,-15,81,88.74119674649424
29606,24311.0,100800,42,99352,-0.6878,0.1256,0.7083,-0.997,0.071,-0.059,32,-18,80,88.02272433866155
29706,24311.0,97920,42,99352,-0.6855,0.1479,0.7025,-0.997,0.075,-0.072,32,-19,80,88.23264701911646
29807,24311.0,89280,42,99352,-0.6825,0.1701,0.6959,-0.999,0.058,-0.076,33,-21,83,91.7551088495894
29907,24321.0,86400,42,99352,-0.6787,0.1919,0.6886,-0.995,0.06,-0.082,32,-23,82,90.97801932335084
30006,24321.0,77760,42,99353,-0.6733,0.2131,0.6813,-0.998,0.056,-0.09,32,-27,82,92.07062506576132
30106,24321.0,74880,42,99353,-0.6679,0.2345,0.6726,-0.997,0.035,-0.089,32,-28,82,92.36882591004392
30217,24311.0,66240,42,99351,-0.662,0.2557,0.663,-0.996,0.046,-0.097,32,-29,85,95.34149149242424
30308,24321.0,60480,42,99352,-0.6545,0.2761,0.6534,-0.998,0.047,-0.105,32,-31,85,95.96874491208062
30406,24321.0,54720,42,99352,-0.6471,0.2966,0.6424,-1.001,0.023,-0.109,31,-34,86,97.53460924205316
30507,24311.0,48960,42,99357,-0.6397,0.3173,0.63,-0.998,0.021,-0.111,32,-35,87,99.0858213873206
30618,24311.0,43200,42,99352,-0.6309,0.3372,0.6175,-0.997,0.021,-0.12,31,-36,88,100.00499987500623
30707,24311.0,37440,42,99352,-0.6206,0.3561,0.6052,-1.001,-0.007,-0.115,32,-37,90,102.43534546239398
30815,24311.0,37440,44,99350,-0.61,0.3743,0.5924,-0.998,0.023,-0.122,32,-40,93,106.17438485811914
30911,24311.0,37440,42,99352,-0.607,0.3955,0.5752,-0.999,0.018,-0.127,33,-41,95,108.6047881080756
31016,24301.0,37440,42,99346,-0.604,0.4093,0.5636,-0.997,0.007,-0.121,33,-41,96,109.48059188732952
31112,24301.0,37440,42,99346,-0.6032,0.4189,0.5554,-0.997,0.001,-0.121,33,-41,94,107.73114684249862
31214,24311.0,37440,42,99353,-0.6038,0.4228,0.5519,-0.997,-0.009,-0.12,33,-43,97,111.11705539655016
31310,24301.0,37440,42,99351,-0.6058,0.4238,0.5497,-0.998,-0.01,-0.12,33,-42,98,111.61093136427094
31411,24301.0,37440,42,99351,-0.6072,0.4244,0.5482,-0.996,-0.01,-0.118,33,-43,97,111.11705539655016
31505,24311.0,37440,42,99357,-0.6082,0.4248,0.5472,-0.998,-0.01,-0.121,34,-43,97,111.41813137905338
31612,24301.0,37440,42,99350,-0.609,0.4251,0.5463,-0.997,-0.011,-0.122,33,-43,97,111.11705539655016
31707,24301.0,37440,42,99351,-0.6096,0.4254,0.5456,-0.995,-0.011,-0.121,32,-42,96,109.5627673984187
31811,24301.0,37440,42,99351,-0.61,0.4256,0.5451,-0.998,-0.009,-0.121,33,-42,97,110.73391531053169
31910,24301.0,37440,42,99349,-0.6104,0.4257,0.5447,-0.998,-0.011,-0.121,34,-43,98,112.2898036332774
32006,24291.0,37440,42,99354,-0.6108,0.4259,0.5443,-0.997,-0.01,-0.121,33,-43,97,111.11705539655016
32107,24291.0,37440,42,99354,-0.611,0.426,0.544,-0.998,-0.012,-0.12,34,-43,97,111.41813137905338
32211,24291.0,37440,42,99355,-0.6113,0.4261,0.5437,-0.986,-0.011,-0.124,33,-43,97,111.11705539655016
32312,24291.0,37440,42,99354,-0.6138,0.4236,0.5442,-0.956,-0.031,-0.151,32,-43,97,110.82418508610834
32416,24291.0,37440,42,99354,-0.6195,0.4149,0.549,-0.999,0.004,-0.123,32,-43,96,109.9499886311954
32506,24281.0,37440,42,99356,-0.6277,0.4026,0.5567,-1.0,-0.005,-0.113,34,-41,96,109.78615577567146
32606,24291.0,37440,42,99352,-0.6384,0.3859,0.5673,-0.991,0.018,-0.123,32,-43,93,107.34057946554977
32706,24291.0,37440,42,99354,-0.65,0.3653,0.5801,-0.999,-0.018,-0.12,35,-39,92,105.8772874605314
32806,24291.0,37440,42,99354,-0.6611,0.3447,0.592,-0.996,-0.059,-0.124,33,-37,90,102.75212893171606
32906,24291.0,40320,42,99355,-0.6715,0.3236,0.6032,-1.009,-0.005,-0.123,33,-36,89,101.51847122568384
33006,24291.0,43200,42,99356,-0.681,0.3026,0.6137,-1.003,-0.002,-0.13,34,-32,85,96.97937925146768
33107,24291.0,46080,42,99356,-0.6898,0.2808,0.6236,-1.009,-0.03,-0.11,33,-32,85,96.63332758422428
33206,24281.0,54720,42,99355,-0.6976,0.2595,0.6325,-0.993,-0.003,-0.123,34,-29,84,95.14725429564427
33307,24291.0,54720,42,99356,-0.7047,0.2381,0.6406,-0.993,-0.005,-0.125,32,-28,82,92.36882591004392
33406,24291.0,60480,42,99356,-0.7111,0.216,0.648,-0.99,-0.04,-0.12,34,-25,81,91.33454987024352
33506,24281.0,63360,42,99355,-0.7166,0.1939,0.6547,-1.006,0.007,-0.125,33,-23,83,92.233399590387
33606,24281.0,69120,44,99356,-0.7214,0.1718,0.6603,-1.005,-0.003,-0.121,35,-20,82,91.37286249209882
33708,24281.0,74880,42,99354,-0.7255,0.1496,0.6651,-0.99,-0.025,-0.125,35,-18,81,90.05553841935541
33806,24281.0,77760,42,99354,-0.7288,0.1271,0.6693,-1.001,0.023,-0.12,34,-16,80,88.38551917593742
33906,24281.0,77760,42,99353,-0.7312,0.1048,0.6726,-0.995,0.005,-0.12,36,-14,81,89.73850901368932
34007,24281.0,80640,42,99352,-0.733,0.0828,0.6749,-1.006,-0.004,-0.117,34,-11,81,88.53247991556545
34106,24281.0,83520,42,99352,0.7338,-0.0606,-0.6766,-0.988,0.022,-0.122,34,-9,81,88.30628516702534
34208,24281.0,86400,42,99355,0.7338,-0.0382,-0.6776,-1.001,0.056,-0.133,36,-7,82,89.8276126811795
34303,24281.0,86400,44,99356,0.733,-0.0159,-0.6778,-0.999,0.035,-0.113,35,-4,84,91.08786966440702
34407,24281.0,86400,44,99356,0.7313,0.0058,-0.6773,-0.99,-0.033,-0.122,36,-2,84,91.41115905621152
34506,24281.0,86400,42,99356,0.7289,0.0275,-0.676,-0.988,0.079,-0.116,36,-1,84,91.39474820797966
34617,24271.0,80640,42,99359,0.7257,0.0493,-0.6739,-1.009,0.062,-0.122,35,2,86,92.87087810503355
34710,24271.0,74880,42,99356,0.7216,0.0707,-0.6712,-0.974,-0.025,-0.108,37,3,88,95.50916186418976
34815,24271.0,60480,42,99356,0.7167,0.0919,-0.6678,-0.994,0.079,-0.107,37,6,89,96.57121724406296
34910,24261.0,51840,42,99353,0.7109,0.1128,-0.6638,-0.992,0.067,-0.115,38,7,90,97.94386147176353
35018,24271.0,48960,42,99358,0.7045,0.134,-0.6589,-1.009,0.005,-0.099,37,9,93,100.4937809021036
35110,24271.0,48960,42,99358,0.6972,0.1545,-0.6535,-1.003,0.109,-0.096,37,10,94,101.51354589413178
35218,24271.0,48960,42,99356,0.6891,0.1747,-0.6474,-1.004,0.086,-0.093,39,12,95,103.39245620450264
35313,24271.0,48960,42,99358,0.68,0.1948,-0.6409,-0.989,0.018,-0.089,39,12,98,106.155546251715
35417,24261.0,48960,42,99355,0.6704,0.2148,-0.6335,-0.995,0.1,-0.085,39,14,99,107.32194556566704
35513,24261.0,51840,42,99355,0.66,0.2345,-0.6255,-0.996,0.086,-0.078,39,14,102,110.09541316512691
35615,24271.0,51840,42,99356,0.6489,0.2534,-0.6169,-0.989,0.029,-0.071,40,17,104,112.7164584255556
35711,24271.0,51840,42,99357,0.6371,0.2723,-0.6078,-1.0,0.124,-0.069,40,17,105,113.63978176677392
35818,24271.0,54720,42,99357,0.6246,0.291,-0.598,-1.001,0.106,-0.052,40,17,107,115.49025932952097
35910,24261.0,60480,42,99356,0.6113,0.3095,-0.5874,-0.999,0.031,-0.044,42,19,111,120.19151384353223
36015,24281.0,60480,42,99358,0.5976,0.3272,-0.5764,-0.981,0.135,-0.053,41,20,112,120.93386622447824
36105,24281.0,63360,42,99358,0.583,0.3451,-0.5649,-1.0,0.086,-0.039,41,19,116,124.49096352747856
36215,24261.0,66240,42,99357,0.568,0.3624,-0.5527,-0.997,0.037,-0.014,43,20,118,127.17311036535986
36306,24261.0,69120,42,99357,0.5524,0.3792,-0.5399,-0.994,0.107,-0.022,43,20,122,130.89308614285173
36411,24251.0,72000,42,99358,0.536,0.3956,-0.5268,-0.98,0.096,-0.019,43,20,125,133.69367973094316
36514,24251.0,72000,42,99358,0.5191,0.4119,-0.5132,-0.997,0.049,-0.009,44,20,128,136.82105101189657
36618,24251.0,74880,42,99357,0.5016,0.4276,-0.4989,-0.99,0.107,-0.003,42,20,128,136.19104228986575
36723,24251.0,77760,42,99357,0.4834,0.443,-0.4842,-0.981,0.076,-0.006,44,19,131,139.49193525075205
36817,24251.0,77760,42,99357,0.465,0.4579,-0.4691,-0.992,0.013,0.024,44,19,134,142.31303524273522
36911,24261.0,80640,42,99359,0.4461,0.4724,-0.4536,-1.003,0.111,0.022,46,18,138,146.574213284602
37022,24261.0,83520,42,99358,0.4264,0.4865,-0.4374,-1.004,0.09,0.035,46,16,140,148.22955170950223
37110,24261.0,86400,42,99358,0.4063,0.5001,-0.4209,-0.977,0.069,0.027,46,16,143,151.06621064950295
37215,24261.0,86400,42,99355,0.3858,0.5132,-0.4043,-0.996,0.048,0.037,46,14,145,152.76452467768817
37310,24251.0,86400,42,99358,0.3647,0.5259,-0.3872,-0.991,0.076,0.043,47,12,148,155.746589047722
37415,24251.0,86400,44,99357,0.3434,0.538,-0.3698,-0.994,0.05,0.046,48,10,149,156.85981002156032
37510,24251.0,86400,44,99357,0.3215,0.5497,-0.352,-0.986,0.005,0.054,48,9,152,159.6527481755325
37619,24261.0,89280,42,99359,0.2994,0.5612,-0.3339,-1.005,0.049,0.056,47,4,155,162.0185174601965
37711,24251.0,89280,42,99355,0.2768,0.5717,-0.3156,-0.982,0.02,0.054,49,5,157,164.54482671904336
37815,24251.0,89280,42,99355,0.2538,0.5816,-0.2969,-0.99,0.006,0.054,50,2,159,166.68833192518306
37906,24251.0,89280,42,99355,0.2308,0.5915,-0.2777,-0.98,0.036,0.053,50,-1,162,169.54350474140847
38006,24251.0,89280,42,99359,0.2079,0.6008,-0.2584,-0.998,0.001,0.06,50,-4,164,171.4992711354774
38105,24251.0,89280,42,99357,0.1844,0.6094,-0.2387,-0.976,-0.006,0.063,52,-5,166,174.0258601472781
38206,24251.0,89280,42,99357,0.1607,0.6176,-0.2185,-0.991,-0.002,0.052,50,-10,168,175.56765077883796
38306,24251.0,89280,42,99358,0.1371,0.6253,-0.1983,-0.981,-0.022,0.051,51,-13,169,177.00564962734947
38406,24251.0,86400,44,99360,0.1133,0.6326,-0.1777,-1.0,-0.052,0.052,51,-16,170,178.20493820318222
38509,24251.0,86400,44,99360,0.0893,0.639,-0.157,-0.987,-0.009,0.036,52,-20,171,179.84715733088473
38608,24251.0,86400,42,99359,0.0655,0.645,-0.1362,-0.986,-0.047,0.045,52,-23,172,181.1546300815963
38708,24251.0,86400,44,99359,0.0414,0.6506,-0.115,-0.99,-0.053,0.036,53,-26,173,182.7949671079595
38809,24251.0,83520,44,99359,0.0174,0.6556,-0.0938,-0.995,-0.024,0.035,53,-29,173,183.24573664890545
38909,24251.0,83520,42,99358,-0.0064,0.6599,-0.0727,-0.989,-0.083,0.015,54,-33,173,184.2118345818205
39019,24241.0,80640,42,99350,-0.0254,0.6655,-0.0548,-0.997,-0.079,0.026,54,-38,174,186.10749581894868
39109,24241.0,77760,44,99356,-0.0384,0.6713,-0.0417,-1.001,-0.099,0.002,53,-39,174,186.02687977816535
39206,24241.0,77760,44,99356,-0.0452,0.6833,-0.0329,-1.038,-0.141,-0.034,54,-43,172,185.33483212823216
39306,24241.0,77760,42,99357,-0.0482,0.685,-0.032,-1.008,-0.088,0.0,53,-41,173,185.52358340653083
39408,24241.0,77760,42,99357,-0.0479,0.6846,-0.0323,-0.952,-0.041,0.0,53,-41,172,184.59144075498193
39509,24241.0,77760,42,99357,-0.046,0.6869,-0.0299,-0.953,-0.067,-0.017,53,-40,173,185.30515373297095
39617,24241.0,77760,44,99357,-0.0411,0.6945,-0.0243,-0.966,-0.078,-0.021,53,-40,174,186.23909364040625
39710,24241.0,74880,42,99356,-0.0354,0.7015,-0.0185,-0.954,-0.041,-0.01,53,-43,174,186.9063936841113
39817,24241.0,74880,42,99356,-0.0311,0.705,-0.0143,-1.038,-0.079,-0.009,51,-44,176,188.4489320744482
39909,24241.0,74880,44,99358,-0.0285,0.7069,-0.0118,-1.028,-0.053,-0.004,51,-44,178,190.3181546778972
40016,24241.0,74880,44,99354,-0.0274,0.7074,-0.0107,-1.026,-0.061,-0.015,50,-44,178,190.0526242912736
40111,24241.0,74880,42,99360,-0.027,0.7067,-0.0111,-1.004,-0.017,-0.015,49,-44,177,188.85444130334875
40214,24241.0,74880,42,99360,-0.0267,0.7068,-0.0112,-0.995,-0.04,-0.018,50,-44,178,190.0526242912736
40310,24241.0,74880,42,99360,-0.0263,0.7079,-0.0107,-0.996,-0.05,-0.03,50,-45,178,190.2866259094422
40402,24241.0,74880,44,99357,-0.026,0.7083,-0.0103,-1.003,-0.045,-0.02,50,-44,178,190.0526242912736
40508,24241.0,74880,44,99357,-0.0257,0.7089,-0.0101,-0.998,-0.04,-0.019,44,-51,178,190.3181546778972
40606,24241.0,74880,44,99361,-0.0255,0.7093,-0.0098,-0.995,-0.044,-0.019,46,-49,179,191.2014644295383
40709,24241.0,74880,42,99359,-0.0253,0.7096,-0.0096,-0.995,-0.041,-0.017,49,-48,179,191.69246203228755
40811,24231.0,74880,44,99359,-0.0251,0.7099,-0.0094,-0.996,-0.041,-0.017,50,-45,178,190.2866259094422
40912,24231.0,74880,44,99359,-0.025,0.7101,-0.0093,-0.996,-0.042,-0.021,51,-43,179,191.0261762167688
41019,24231.0,74880,42,99359,-0.0249,0.7103,-0.0092,-0.998,-0.044,-0.019,53,-41,177,189.25908168434088
41117,24231.0,74880,44,99357,-0.0248,0.7105,-0.0091,-0.997,-0.043,-0.018,56,-41,178,191.05234884711572
41220,24231.0,74880,44,99357,-0.0247,0.7106,-0.009,-0.998,-0.044,-0.018,58,-40,176,189.57847979135184
41307,24231.0,74880,44,99361,-0.0247,0.7108,-0.0089,-0.996,-0.044,-0.02,59,-38,174,187.61929538296428
41411,24231.0,74880,42,99360,-0.0246,0.7109,-0.0088,-0.997,-0.045,-0.02,61,-38,174,188.257801963159
41506,24231.0,74880,42,99360,-0.0246,0.711,-0.0088,-0.998,-0.044,-0.015,62,-39,171,186.02687977816535
41606,24231.0,74880,44,99359,-0.0246,0.711,-0.0088,-0.998,-0.045,-0.021,62,-39,171,186.02687977816535
41707,24241.0,74880,44,99358,-0.0246,0.711,-0.0088,-0.997,-0.042,-0.02,62,-41,171,186.45642922677672
41806,24221.0,74880,44,99357,-0.0246,0.711,-0.0088,-0.997,-0.042,-0.019,62,-43,171,186.9063936841113
41907,24221.0,74880,44,99357,-0.0246,0.711,-0.0088,-0.995,-0.042,-0.017,62,-44,170,186.22566955175648
42006,24221.0,74880,44,99357,-0.0246,0.711,-0.0088,-0.997,-0.045,-0.017,63,-47,171,188.1993623793662
42106,24221.0,74880,44,99354,-0.0246,0.711,-0.0088,-0.995,-0.042,-0.018,63,-48,172,189.3594465560142
42206,24221.0,74880,44,99354,-0.0246,0.711,-0.0088,-1.0,-0.042,-0.018,63,-50,172,189.87627550591992
42308,24231.0,74880,44,99362,-0.0246,0.711,-0.0088,-0.997,-0.043,-0.018,61,-51,175,192.21602430598756
42407,24231.0,74880,44,99360,-0.0246,0.711,-0.0088,-0.998,-0.044,-0.019,61,-54,175,193.03367581849545
42509,24231.0,74880,44,99360,-0.0246,0.711,-0.0088,-0.997,-0.043,-0.019,61,-55,176,194.221523009166
42607,24231.0,74880,42,99361,-0.0246,0.711,-0.0088,-0.995,-0.043,-0.019,62,-56,179,197.5373382426725
42707,24211.0,74880,42,99361,-0.0246,0.711,-0.0088,-0.996,-0.042,-0.02,62,-57,179,197.82315334661916
